"input" "reason" "matches" "identifier" "name" "namespace" "description" "class"
"GO:0030017" "MATCH" "1" "GO:0030017" "sarcomere" "cellular_component" "The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs." "GOTerm"
"GO:0031345" "MATCH" "1" "GO:0031345" "negative regulation of cell projection organization" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections." "GOTerm"
"GO:0030016" "MATCH" "1" "GO:0030016" "myofibril" "cellular_component" "The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism." "GOTerm"
"GO:0031346" "MATCH" "1" "GO:0031346" "positive regulation of cell projection organization" "biological_process" "Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections." "GOTerm"
"GO:0032677" "MATCH" "1" "GO:0032677" "regulation of interleukin-8 production" "biological_process" "Any process that modulates the frequency, rate, or extent of interleukin-8 production." "GOTerm"
"GO:0006383" "MATCH" "1" "GO:0006383" "transcription by RNA polymerase III" "biological_process" "The synthesis of RNA from a DNA template by RNA polymerase III, originating at an RNAP III promoter." "GOSlimTerm"
"GO:0006384" "MATCH" "1" "GO:0006384" "transcription initiation from RNA polymerase III promoter" "biological_process" "Any process involved in the assembly of the RNA polymerase III preinitiation complex (PIC) at an RNA polymerase III promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription." "GOTerm"
"GO:0031340" "MATCH" "1" "GO:0031340" "positive regulation of vesicle fusion" "biological_process" "Any process that activates or increases the frequency, rate or extent of vesicle fusion." "GOTerm"
"GO:0005053" "MATCH" "1" "GO:0005053" "peroxisome matrix targeting signal-2 binding" "molecular_function" "Interacting selectively and non-covalently with a type 2 peroxisome targeting signal, a nonapeptide with a broad consensus sequence of (R/K)-(L/V/I)-(XXXXX)-(H/Q)-(L/A/F)." "GOTerm"
"GO:0006382" "MATCH" "1" "GO:0006382" "adenosine to inosine editing" "biological_process" "The conversion of an adenosine residue to inosine in an RNA molecule by deamination." "GOTerm"
"GO:0005052" "MATCH" "1" "GO:0005052" "peroxisome matrix targeting signal-1 binding" "molecular_function" "Interacting selectively and non-covalently with a type 1 peroxisome targeting signal, a tripeptide with the consensus sequence (S/A/C)-(K/R/H)-L." "GOTerm"
"GO:0006388" "MATCH" "1" "GO:0006388" "tRNA splicing, via endonucleolytic cleavage and ligation" "biological_process" "Splicing of tRNA substrates via recognition of the folded RNA structure that brings the 5' and 3' splice sites into proximity and cleavage of the RNA at both the 3' and 5' splice sites by an endonucleolytic mechanism, followed by ligation of the exons." "GOTerm"
"GO:0043367" "MATCH" "1" "GO:0043367" "CD4-positive, alpha-beta T cell differentiation" "biological_process" "The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell." "GOTerm"
"GO:0006386" "MATCH" "1" "GO:0006386" "termination of RNA polymerase III transcription" "biological_process" "The process in which transcription by RNA polymerase III is terminated; Pol III has an intrinsic ability to terminate transcription upon incorporation of 4 to 6 contiguous U residues." "GOTerm"
"GO:0043369" "MATCH" "1" "GO:0043369" "CD4-positive or CD8-positive, alpha-beta T cell lineage commitment" "biological_process" "The process in which an immature T cell commits to CD4-positive T cell lineage or the CD8-positive lineage of alpha-beta T cells." "GOTerm"
"GO:0043368" "MATCH" "1" "GO:0043368" "positive T cell selection" "biological_process" "The process of sparing immature T cells which react with self-MHC protein complexes with low affinity levels from apoptotic death." "GOTerm"
"GO:0030008" "MATCH" "1" "GO:0030008" "TRAPP complex" "cellular_component" "A large complex that acts as a tethering factor involved in transporting vesicles from the ER through the Golgi to the plasma membrane. A TRAPP (transport protein particle) complex has a core set of proteins which are joined by specific subunits depending on the cellular component where a given TRAPP complex is active." "GOTerm"
"GO:0030007" "MATCH" "1" "GO:0030007" "cellular potassium ion homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of potassium ions at the level of a cell." "GOTerm"
"GO:0031338" "MATCH" "1" "GO:0031338" "regulation of vesicle fusion" "biological_process" "Any process that modulates the frequency, rate or extent of vesicle fusion." "GOTerm"
"GO:0043370" "MATCH" "1" "GO:0043370" "regulation of CD4-positive, alpha-beta T cell differentiation" "biological_process" "Any process that modulates the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation." "GOTerm"
"GO:0031339" "MATCH" "1" "GO:0031339" "negative regulation of vesicle fusion" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of vesicle fusion." "GOTerm"
"GO:0017040" "MATCH" "1" "GO:0017040" "N-acylsphingosine amidohydrolase activity" "molecular_function" "Catalysis of the reaction: N-acylsphingosine + H2O = a fatty acid + sphingosine." "GOTerm"
"GO:0043372" "MATCH" "1" "GO:0043372" "positive regulation of CD4-positive, alpha-beta T cell differentiation" "biological_process" "Any process that activates or increases the frequency, rate or extent of CD4-positive, alpha-beta T cell differentiation." "GOTerm"
"GO:0070980" "MATCH" "1" "GO:0070980" "biphenyl catabolic process" "biological_process" "The chemical reactions and pathways resulting in the breakdown of biphenyl, a toxic aromatic hydrocarbon used as a heat transfer agent, as a fungistat in packaging citrus fruits and in plant disease control. Biphenyl can be chlorinated with 1-10 chlorine molecules to form polychlorinated biphenyls (PCBs)." "GOTerm"
"GO:0043371" "MATCH" "1" "GO:0043371" "negative regulation of CD4-positive, alpha-beta T cell differentiation" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate, or extent of CD4-positive, alpha-beta T cell differentiation." "GOTerm"
"GO:0070981" "MATCH" "1" "GO:0070981" "L-asparagine biosynthetic process" "biological_process" "The chemical reactions and pathways resulting in the formation of asparagine, (2S)-2-amino-3-carbamoylpropanoic acid." "GOTerm"
"GO:0017042" "MATCH" "1" "GO:0017042" "glycosylceramidase activity" "molecular_function" "Catalysis of the reaction: glycosyl-N-acylsphingosine + H2O = a sugar + N-acylsphingosine." "GOTerm"
"GO:0042043" "MATCH" "1" "GO:0042043" "neurexin family protein binding" "molecular_function" "Interacting selectively and non-covalently with neurexins, synaptic cell surface proteins related to latrotoxin receptor, laminin and agrin. Neurexins act as cell recognition molecules at nerve terminals." "GOTerm"
"GO:0031333" "MATCH" "1" "GO:0031333" "negative regulation of protein-containing complex assembly" "biological_process" "Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex assembly." "GOTerm"
"GO:0070985" "MATCH" "1" "GO:0070985" "transcription factor TFIIK complex" "cellular_component" "A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin28p/CDK7." "GOTerm"
"GO:0033993" "MATCH" "1" "GO:0033993" "response to lipid" "biological_process" "Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus." "GOTerm"
"GO:0017046" "MATCH" "1" "GO:0017046" "peptide hormone binding" "molecular_function" "Interacting selectively and non-covalently with any peptide with hormonal activity in animals." "GOTerm"
"GO:0030001" "MATCH" "1" "GO:0030001" "metal ion transport" "biological_process" "The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." "GOTerm"
"GO:0070983" "MATCH" "1" "GO:0070983" "dendrite guidance" "biological_process" "The process in which the migration of a dendrite is directed to a specific target site in response to a combination of attractive and repulsive cues." "GOTerm"
"GO:0017048" "MATCH" "1" "GO:0017048" "Rho GTPase binding" "molecular_function" "Interacting selectively and non-covalently with Rho protein, any member of the Rho subfamily of the Ras superfamily of monomeric GTPases. Proteins in the Rho subfamily are involved in relaying signals from cell-surface receptors to the actin cytoskeleton." "GOTerm"
"GO:0070988" "MATCH" "1" "GO:0070988" "demethylation" "biological_process" "The process of removing one or more methyl groups from a molecule." "GOTerm"
"GO:0030003" "MATCH" "1" "GO:0030003" "cellular cation homeostasis" "biological_process" "Any process involved in the maintenance of an internal steady state of cations at the level of a cell." "GOTerm"
"GO:0017049" "MATCH" "1" "GO:0017049" "GTP-Rho binding" "molecular_function" "Interacting selectively and non-covalently with the GTP-bound form of the Rho protein." "GOTerm"
"GO:0070989" "MATCH" "1" "GO:0070989" "oxidative demethylation" "biological_process" "The process of removing one or more methyl groups from a molecule, involving the oxidation (i.e. electron loss) of one or more atoms in the substrate." "GOTerm"
"GO:0031334" "MATCH" "1" "GO:0031334" "positive regulation of protein-containing complex assembly" "biological_process" "Any process that activates or increases the frequency, rate or extent of protein complex assembly." "GOTerm"
"GO:0070986" "MATCH" "1" "GO:0070986" "left/right axis specification" "biological_process" "The establishment, maintenance and elaboration of the left/right axis. The left/right axis is defined by a line that runs orthogonal to both the anterior/posterior and dorsal/ventral axes. Each side is defined from the viewpoint of the organism rather of the observer (as per anatomical axes)." "GOTerm"
"GO:0070987" "MATCH" "1" "GO:0070987" "error-free translesion synthesis" "biological_process" "The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions but does not causes an increase in the endogenous mutation level. For S. cerevisiae, RAD30 encodes DNA polymerase eta, which incorporates two adenines. When incorporated across a thymine-thymine dimer, it does not increase the endogenous mutation level." "GOTerm"
"GO:0006390" "MATCH" "1" "GO:0006390" "mitochondrial transcription" "biological_process" "The synthesis of RNA from a mitochondrial DNA template, usually by a specific mitochondrial RNA polymerase." "GOTerm"
"GO:0006391" "MATCH" "1" "GO:0006391" "transcription initiation from mitochondrial promoter" "biological_process" "A transcription initiation process that takes place at a promoter on the mitochondrial chromosome, and results in RNA synthesis by a mitochondrial RNA polymerase." "GOTerm"
"GO:0070979" "MATCH" "1" "GO:0070979" "protein K11-linked ubiquitination" "biological_process" "A protein ubiquitination process in which ubiquitin monomers are attached to a protein, and then ubiquitin polymers are formed by linkages between lysine residues at position 11 of the ubiquitin monomers. K11-linked polyubiquitination targets the substrate protein for degradation. The anaphase-promoting complex promotes the degradation of mitotic regulators by assembling K11-linked polyubiquitin chains." "GOTerm"
"GO:0042044" "MATCH" "1" "GO:0042044" "fluid transport" "biological_process" "The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore." "GOTerm"
"GO:0006398" "MATCH" "1" "GO:0006398" "mRNA 3'-end processing by stem-loop binding and cleavage" "biological_process" "Any mRNA 3'-end processing that involves the binding to and cleavage of a stem-loop structure. For example, histone mRNAs contain a highly conserved stem-loop sequence at the 3' end of the mRNA with a 6 base pairs (bp) stem and a 4-nt loop. The mRNA is cleaved between these two elements, after the fourth or fifth nucleotide, which is typically an adenosine." "GOTerm"
