"gene"	"adj.pval.Initial.Treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g306720"	0.00018721838715814	"Scaffold_15"	23983947	24036491	"Q8CEE6"	"PASK_MOUSE"	"PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (EC 2.7.11.1)"	"GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0035091; GO:0035556; GO:0043576; GO:0045719; GO:0046777; GO:0070092; GO:0097009"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein serine/threonine kinase activity [GO:0004674]; energy homeostasis [GO:0097009]; intracellular signal transduction [GO:0035556]; negative regulation of glycogen biosynthetic process [GO:0045719]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of glucagon secretion [GO:0070092]; regulation of respiratory gaseous exchange [GO:0043576]"
"PGEN_.00g197450"	0.000188011682451822	"Scaffold_09"	18292718	18339530	"Q98892"	"OBCAM_CHICK"	"Opioid-binding protein/cell adhesion molecule homolog (Neurite inhibitor GP55-A) (OBCAM protein gamma isoform)"	"GO:0005886; GO:0007155; GO:0031225"	"anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]"
"PGEN_.00g210270"	0.000197524504252787	"Scaffold_10"	16614960	16633359	"V5NAL9"	"TLR4_PINIB"	"Toll-like receptor 4 (PmTLR4)"	"GO:0005886; GO:0007165; GO:0016021; GO:0045087"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; innate immune response [GO:0045087]; signal transduction [GO:0007165]"
"PGEN_.00g057390"	0.000197861453694902	"Scaffold_02"	67930907	67946451	"Q9ES54"	"NPL4_RAT"	"Nuclear protein localization protein 4 homolog (Protein NPL4)"	"GO:0005634; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0039536; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117"	"cytosol [GO:0005829]; nucleus [GO:0005634]; UFD1-NPL4 complex [GO:0036501]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]; ATPase binding [GO:0051117]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; Golgi organization [GO:0007030]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g210240"	0.000201094125636413	"Scaffold_10"	16586489	16589888	NA	NA	NA	NA	NA
"PGEN_.00g080870"	0.000204824887406086	"Scaffold_04"	6303439	6316236	NA	NA	NA	NA	NA
"PGEN_.00g054730"	0.000209670961847958	"Scaffold_02"	59770468	59770782	NA	NA	NA	NA	NA
"PGEN_.00g107030"	0.000209670961847958	"Scaffold_05"	8147558	8148906	NA	NA	NA	NA	NA
"PGEN_.00g337180"	0.000209670961847958	"Scaffold_17"	29633742	29686528	"P43304"	"GPDM_HUMAN"	"Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mtGPD)"	"GO:0004368; GO:0005509; GO:0005739; GO:0005743; GO:0006072; GO:0006094; GO:0006127; GO:0009331; GO:0019563; GO:0035264; GO:0043010; GO:0052591"	"glycerol-3-phosphate dehydrogenase complex [GO:0009331]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; calcium ion binding [GO:0005509]; glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]; sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity [GO:0052591]; camera-type eye development [GO:0043010]; gluconeogenesis [GO:0006094]; glycerol catabolic process [GO:0019563]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerophosphate shuttle [GO:0006127]; multicellular organism growth [GO:0035264]"
"PGEN_.00g341620"	0.000220049169045465	"Scaffold_18"	6871766	6917697	"P67812"	"SC11A_HUMAN"	"Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)"	"GO:0005787; GO:0005789; GO:0006465; GO:0008233; GO:0008236; GO:0016021"	"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; signal peptidase complex [GO:0005787]; peptidase activity [GO:0008233]; serine-type peptidase activity [GO:0008236]; signal peptide processing [GO:0006465]"
"PGEN_.00g243470"	0.000240440080313558	"Scaffold_12"	2736617	2739986	NA	NA	NA	NA	NA
"PGEN_.00g234880"	0.000241520377627775	"Scaffold_11"	30321901	30373669	NA	NA	NA	NA	NA
"PGEN_.00g213430"	0.000244669796321431	"Scaffold_10"	24603587	24627171	"Q5MJS3"	"FA20C_MOUSE"	"Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi-enriched fraction casein kinase) (GEF-CK)"	"GO:0001501; GO:0004674; GO:0005509; GO:0005524; GO:0005615; GO:0005737; GO:0005794; GO:0006468; GO:0016773; GO:0030145; GO:0030501; GO:0031214; GO:0036179; GO:0040036; GO:0045669; GO:0046034; GO:0051174; GO:0070166; GO:0071895; GO:0097187"	"cytoplasm [GO:0005737]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; manganese ion binding [GO:0030145]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein serine/threonine kinase activity [GO:0004674]; ATP metabolic process [GO:0046034]; biomineral tissue development [GO:0031214]; dentinogenesis [GO:0097187]; enamel mineralization [GO:0070166]; odontoblast differentiation [GO:0071895]; osteoclast maturation [GO:0036179]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; protein phosphorylation [GO:0006468]; regulation of fibroblast growth factor receptor signaling pathway [GO:0040036]; regulation of phosphorus metabolic process [GO:0051174]; skeletal system development [GO:0001501]"
"PGEN_.00g102480"	0.000251533032885362	"Scaffold_04"	61962816	61975438	"Q6DMN8"	"SPAT4_PANTR"	"Spermatogenesis-associated protein 4"	"GO:0005634; GO:0005930; GO:0008017; GO:0051493"	"axoneme [GO:0005930]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; regulation of cytoskeleton organization [GO:0051493]"
"PGEN_.00g108040"	0.000256623515112448	"Scaffold_05"	10257032	10275518	"P18052"	"PTPRA_MOUSE"	"Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48) (LCA-related phosphatase) (PTPTY-28)"	"GO:0004725; GO:0005886; GO:0006468; GO:0006470; GO:0008286; GO:0043231; GO:0043235; GO:0044877; GO:0048714; GO:0050804; GO:0098685; GO:0099699"	"integral component of synaptic membrane [GO:0099699]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; Schaffer collateral - CA1 synapse [GO:0098685]; protein tyrosine phosphatase activity [GO:0004725]; protein-containing complex binding [GO:0044877]; insulin receptor signaling pathway [GO:0008286]; modulation of chemical synaptic transmission [GO:0050804]; positive regulation of oligodendrocyte differentiation [GO:0048714]; protein dephosphorylation [GO:0006470]; protein phosphorylation [GO:0006468]"
"PGEN_.00g283380"	0.000261789446262793	"Scaffold_14"	17328982	17400089	"Q9XTQ6"	"TBH1_CAEEL"	"Tyramine beta-hydroxylase (EC 1.14.17.-)"	"GO:0004500; GO:0004836; GO:0005507; GO:0005615; GO:0005737; GO:0006589; GO:0016021; GO:0016715; GO:0030667; GO:0042420; GO:0042421; GO:0045202"	"cytoplasm [GO:0005737]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]; synapse [GO:0045202]; copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]; tyramine-beta hydroxylase activity [GO:0004836]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]"
"PGEN_.00g038230"	0.000273438110304962	"Scaffold_02"	13533630	13538477	NA	NA	NA	NA	NA
"PGEN_.00g072860"	0.000276691828382577	"Scaffold_03"	41631139	41644641	"Q80X66"	"BTBDA_MOUSE"	"BTB/POZ domain-containing protein 10 (Glucose metabolism-related protein 1)"	"GO:0001650; GO:0005654; GO:0005737; GO:0042327; GO:0044342; GO:1901215"	"cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; negative regulation of neuron death [GO:1901215]; positive regulation of phosphorylation [GO:0042327]; type B pancreatic cell proliferation [GO:0044342]"
"PGEN_.00g016320"	0.000281681595897827	"Scaffold_01"	43737611	43738916	NA	NA	NA	NA	NA
"PGEN_.00g310560"	0.000282576033166035	"Scaffold_15"	34772808	34774352	NA	NA	NA	NA	NA
"PGEN_.00g303120"	0.000286335211555848	"Scaffold_15"	14911047	14948949	"P35601"	"RFC1_MOUSE"	"Replication factor C subunit 1 (A1-P145) (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (Differentiation-specific element-binding protein) (ISRE-binding protein) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit)"	"GO:0000122; GO:0003677; GO:0003689; GO:0003690; GO:0005524; GO:0005634; GO:0005654; GO:0005663; GO:0005730; GO:0005737; GO:0006260; GO:0006281; GO:0019904; GO:0031391; GO:0032991; GO:0043565; GO:0045892; GO:0045893; GO:0061860; GO:0090618"	"cytoplasm [GO:0005737]; DNA replication factor C complex [GO:0005663]; Elg1 RFC-like complex [GO:0031391]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; DNA clamp unloader activity [GO:0061860]; double-stranded DNA binding [GO:0003690]; protein domain specific binding [GO:0019904]; sequence-specific DNA binding [GO:0043565]; DNA clamp unloading [GO:0090618]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]"
"PGEN_.00g206060"	0.000287616304526669	"Scaffold_10"	4999211	5015897	NA	NA	NA	NA	NA
"PGEN_.00g123650"	0.000292545503301528	"Scaffold_05"	53694861	53695409	NA	NA	NA	NA	NA
"PGEN_.00g325670"	0.00030260426983778	"Scaffold_16"	27364933	27367321	"Q8I7P9"	"POL5_DROME"	"Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074"	"nucleus [GO:0005634]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; peptidase activity [GO:0008233]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]; transposition, DNA-mediated [GO:0006313]"
"PGEN_.00g054840"	0.000310372017907174	"Scaffold_02"	59991087	60033408	NA	NA	NA	NA	NA
"PGEN_.00g142960"	0.000322136334800178	"Scaffold_06"	35730348	35730659	NA	NA	NA	NA	NA
"PGEN_.00g312700"	0.000323243407528014	"Scaffold_15"	40345367	40354456	NA	NA	NA	NA	NA
"PGEN_.00g316730"	0.000326445846941845	"Scaffold_16"	2653974	2671871	"O95271"	"TNKS1_HUMAN"	"Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)"	"GO:0000139; GO:0000209; GO:0000242; GO:0000781; GO:0000784; GO:0003950; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006471; GO:0007052; GO:0008270; GO:0015031; GO:0016055; GO:0016604; GO:0018105; GO:0018107; GO:0031670; GO:0031965; GO:0032210; GO:0032212; GO:0042393; GO:0045944; GO:0051028; GO:0051225; GO:0051301; GO:0051973; GO:0070198; GO:0070212; GO:0070213; GO:0090263; GO:0097431; GO:1904355; GO:1904357; GO:1904743; GO:1904908; GO:1990404"	"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mitotic spindle pole [GO:0097431]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentriolar material [GO:0000242]; histone binding [GO:0042393]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; cellular response to nutrient [GO:0031670]; mitotic spindle organization [GO:0007052]; mRNA transport [GO:0051028]; negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric [GO:1904908]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; negative regulation of telomeric DNA binding [GO:1904743]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ADP-ribosylation [GO:0006471]; protein auto-ADP-ribosylation [GO:0070213]; protein localization to chromosome, telomeric region [GO:0070198]; protein poly-ADP-ribosylation [GO:0070212]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]; regulation of telomere maintenance via telomerase [GO:0032210]; spindle assembly [GO:0051225]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g064670"	0.000335276040237554	"Scaffold_03"	18637031	18656062	NA	NA	NA	NA	NA
"PGEN_.00g073500"	0.000336719134219927	"Scaffold_03"	43413818	43579766	"A0A0R4IBK5"	"R213A_DANRE"	"E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)"	"GO:0002040; GO:0004842; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0046872"	"cytosol [GO:0005829]; ATPase activity [GO:0016887]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; blood circulation [GO:0008015]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g078180"	0.000340291695655694	"Scaffold_03"	57063493	57089952	NA	NA	NA	NA	NA
"PGEN_.00g041420"	0.000340960758759772	"Scaffold_02"	23155200	23191616	"O00124"	"UBXN8_HUMAN"	"UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)"	"GO:0005654; GO:0005730; GO:0005783; GO:0007338; GO:0030176; GO:0030433"	"endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; single fertilization [GO:0007338]; ubiquitin-dependent ERAD pathway [GO:0030433]"
"PGEN_.00g261670"	0.000342439634725842	"Scaffold_13"	5435893	5453255	"P0C6B8"	"SVEP1_RAT"	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	"GO:0003682; GO:0005509; GO:0005576; GO:0005737; GO:0007155; GO:0016020"	"cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]"
"PGEN_.00g034350"	0.000348162979184282	"Scaffold_02"	3709956	3711979	NA	NA	NA	NA	NA
"PGEN_.00g196390"	0.000350166349712877	"Scaffold_09"	15013354	15014999	NA	NA	NA	NA	NA
"PGEN_.00g147890"	0.000360037066951815	"Scaffold_06"	48973758	48985296	NA	NA	NA	NA	NA
"PGEN_.00g325940"	0.000360247906792949	"Scaffold_16"	28160269	28185870	"Q8BZ20"	"PAR12_MOUSE"	"Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1)"	"GO:0003950; GO:0005634; GO:0046872; GO:0070213; GO:0140289; GO:1990404"	"nucleus [GO:0005634]; metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]; protein auto-ADP-ribosylation [GO:0070213]; protein mono-ADP-ribosylation [GO:0140289]"
"PGEN_.00g325600"	0.000367648026189094	"Scaffold_16"	27218998	27249055	"Q99466"	"NOTC4_HUMAN"	"Neurogenic locus notch homolog protein 4 (Notch 4) (hNotch4) [Cleaved into: Notch 4 extracellular truncation; Notch 4 intracellular domain]"	"GO:0000139; GO:0001569; GO:0001709; GO:0001763; GO:0001886; GO:0001944; GO:0005112; GO:0005509; GO:0005576; GO:0005634; GO:0005654; GO:0005789; GO:0005829; GO:0005886; GO:0005887; GO:0006367; GO:0007221; GO:0009986; GO:0030097; GO:0030154; GO:0030879; GO:0035278; GO:0038023; GO:0042060; GO:0045596; GO:0045602; GO:0045747; GO:0045893; GO:0046982"	"cell surface [GO:0009986]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; Notch binding [GO:0005112]; protein heterodimerization activity [GO:0046982]; signaling receptor activity [GO:0038023]; branching involved in blood vessel morphogenesis [GO:0001569]; cell differentiation [GO:0030154]; cell fate determination [GO:0001709]; endothelial cell morphogenesis [GO:0001886]; hemopoiesis [GO:0030097]; mammary gland development [GO:0030879]; miRNA mediated inhibition of translation [GO:0035278]; morphogenesis of a branching structure [GO:0001763]; negative regulation of cell differentiation [GO:0045596]; negative regulation of endothelial cell differentiation [GO:0045602]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of transcription of Notch receptor target [GO:0007221]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription initiation from RNA polymerase II promoter [GO:0006367]; vasculature development [GO:0001944]; wound healing [GO:0042060]"
