"Sample.ID"	"scaffold"	"position"	"meth"	"unmeth"	"gene"	"treatment1"	"treatment2"	"per.meth"
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	30228353	0	16	"PGEN_00000727"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	30228366	0	14	"PGEN_00000727"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	30228384	1	13	"PGEN_00000727"	"Ambient"	"Ambient"	7.14285714285714
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	31551202	0	23	"PGEN_00000766"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4064987	0	68	"PGEN_00000099"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4065086	0	15	"PGEN_00000099"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4233891	0	19	"PGEN_00000102"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4233913	0	21	"PGEN_00000102"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4233940	1	23	"PGEN_00000102"	"Ambient"	"Ambient"	4.16666666666667
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4767343	5	6	"PGEN_00000113"	"Ambient"	"Ambient"	45.4545454545455
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4820627	0	16	"PGEN_00000114"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822878	4	19	"PGEN_00000114"	"Ambient"	"Ambient"	17.3913043478261
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822883	7	15	"PGEN_00000114"	"Ambient"	"Ambient"	31.8181818181818
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822891	3	23	"PGEN_00000114"	"Ambient"	"Ambient"	11.5384615384615
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822925	2	19	"PGEN_00000114"	"Ambient"	"Ambient"	9.52380952380952
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822946	6	15	"PGEN_00000114"	"Ambient"	"Ambient"	28.5714285714286
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822959	0	19	"PGEN_00000114"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	4822980	0	15	"PGEN_00000114"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184638	0	19	"PGEN_00000148"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184655	2	29	"PGEN_00000148"	"Ambient"	"Ambient"	6.45161290322581
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184675	3	40	"PGEN_00000148"	"Ambient"	"Ambient"	6.97674418604651
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184695	2	49	"PGEN_00000148"	"Ambient"	"Ambient"	3.92156862745098
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184715	0	44	"PGEN_00000148"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184735	0	37	"PGEN_00000148"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184755	0	22	"PGEN_00000148"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	6184775	0	20	"PGEN_00000148"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	8390572	0	11	"PGEN_00000211"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	8390575	0	12	"PGEN_00000211"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	8390608	0	12	"PGEN_00000211"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	8671040	0	21	"PGEN_00000216"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	8671108	12	13	"PGEN_00000216"	"Ambient"	"Ambient"	48
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223199	17	0	"PGEN_00000233"	"Ambient"	"Ambient"	100
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223203	17	0	"PGEN_00000233"	"Ambient"	"Ambient"	100
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223213	14	1	"PGEN_00000233"	"Ambient"	"Ambient"	93.3333333333333
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223221	16	1	"PGEN_00000233"	"Ambient"	"Ambient"	94.1176470588235
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223245	15	1	"PGEN_00000233"	"Ambient"	"Ambient"	93.75
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223249	14	2	"PGEN_00000233"	"Ambient"	"Ambient"	87.5
"EPI_185"	"PGA_scaffold17__51_contigs__length_34923512"	9223268	16	1	"PGEN_00000233"	"Ambient"	"Ambient"	94.1176470588235
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397584	0	31	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397595	0	36	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397611	1	46	"PGEN_00001233"	"Ambient"	"Ambient"	2.12765957446809
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397621	0	61	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397660	0	66	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397677	0	66	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11397688	0	69	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398142	1	33	"PGEN_00001233"	"Ambient"	"Ambient"	2.94117647058824
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398153	1	31	"PGEN_00001233"	"Ambient"	"Ambient"	3.125
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398404	0	178	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398432	3	224	"PGEN_00001233"	"Ambient"	"Ambient"	1.3215859030837
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398497	0	150	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398514	1	137	"PGEN_00001233"	"Ambient"	"Ambient"	0.72463768115942
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398525	0	124	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398541	0	15	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398590	2	82	"PGEN_00001233"	"Ambient"	"Ambient"	2.38095238095238
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398607	1	83	"PGEN_00001233"	"Ambient"	"Ambient"	1.19047619047619
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398618	0	80	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398634	1	82	"PGEN_00001233"	"Ambient"	"Ambient"	1.20481927710843
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398683	0	54	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398700	0	52	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11398727	0	33	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11400361	0	15	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11400364	0	15	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11400386	0	15	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11400392	0	15	"PGEN_00001233"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11412242	1	29	"PGEN_00001235"	"Ambient"	"Ambient"	3.33333333333333
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11412296	0	26	"PGEN_00001235"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	11827805	0	11	"PGEN_00001246"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13466903	10	10	"PGEN_00001291"	"Ambient"	"Ambient"	50
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13594600	0	13	"PGEN_00001295"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13594645	0	18	"PGEN_00001295"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13594825	0	20	"PGEN_00001295"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13594858	0	24	"PGEN_00001295"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	13594870	1	22	"PGEN_00001295"	"Ambient"	"Ambient"	4.34782608695652
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	15946304	9	6	"PGEN_00001361"	"Ambient"	"Ambient"	60
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	15946386	10	4	"PGEN_00001361"	"Ambient"	"Ambient"	71.4285714285714
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	16947759	6	32	"PGEN_00001386"	"Ambient"	"Ambient"	15.7894736842105
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	16953263	2	11	"PGEN_00001386"	"Ambient"	"Ambient"	15.3846153846154
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17032790	0	11	"PGEN_00001391"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17032800	2	9	"PGEN_00001391"	"Ambient"	"Ambient"	18.1818181818182
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17032844	1	11	"PGEN_00001391"	"Ambient"	"Ambient"	8.33333333333333
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17303010	15	4	"PGEN_00001398"	"Ambient"	"Ambient"	78.9473684210526
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407220	0	15	"PGEN_00001401"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407271	1	65	"PGEN_00001401"	"Ambient"	"Ambient"	1.51515151515152
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407611	0	35	"PGEN_00001401"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407633	0	32	"PGEN_00001401"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407662	0	36	"PGEN_00001401"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	17407735	0	14	"PGEN_00001401"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	18080478	2	25	"PGEN_00001422"	"Ambient"	"Ambient"	7.40740740740741
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	18080520	1	32	"PGEN_00001422"	"Ambient"	"Ambient"	3.03030303030303
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	18080562	0	24	"PGEN_00001422"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	18080688	1	18	"PGEN_00001422"	"Ambient"	"Ambient"	5.26315789473684
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	18434943	8	6	"PGEN_00001430"	"Ambient"	"Ambient"	57.1428571428571
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19775906	0	115	"PGEN_00001470"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19775960	0	97	"PGEN_00001470"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19775998	12	66	"PGEN_00001470"	"Ambient"	"Ambient"	15.3846153846154
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19898232	0	16	"PGEN_00001480"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19922096	0	30	"PGEN_00001480"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19922134	0	17	"PGEN_00001480"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19922186	0	22	"PGEN_00001480"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	19922225	0	23	"PGEN_00001480"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	20351222	0	17	"PGEN_00001492"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	20351237	1	16	"PGEN_00001492"	"Ambient"	"Ambient"	5.88235294117647
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	20351269	0	17	"PGEN_00001492"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	2230985	2	13	"PGEN_00000937"	"Ambient"	"Ambient"	13.3333333333333
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	2231256	0	11	"PGEN_00000937"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25609641	0	13	"PGEN_00001642"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25694319	1	27	"PGEN_00001648"	"Ambient"	"Ambient"	3.57142857142857
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25694364	1	29	"PGEN_00001648"	"Ambient"	"Ambient"	3.33333333333333
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25743871	0	14	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25743888	4	9	"PGEN_00001648"	"Ambient"	"Ambient"	30.7692307692308
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25743916	0	16	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25743933	3	11	"PGEN_00001648"	"Ambient"	"Ambient"	21.4285714285714
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744006	0	20	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744051	0	47	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744068	10	35	"PGEN_00001648"	"Ambient"	"Ambient"	22.2222222222222
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744096	0	48	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744113	7	31	"PGEN_00001648"	"Ambient"	"Ambient"	18.4210526315789
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744141	0	21	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25744158	7	9	"PGEN_00001648"	"Ambient"	"Ambient"	43.75
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25754815	0	25	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25754905	0	45	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25754950	0	35	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	25755040	0	21	"PGEN_00001648"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	26060091	0	13	"PGEN_00001659"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	26060369	0	12	"PGEN_00001659"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	26060385	0	12	"PGEN_00001659"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675515	0	18	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675543	0	15	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675550	0	15	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675618	0	12	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675651	0	26	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675679	0	24	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	3675686	0	27	"PGEN_00000981"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	4453535	4	12	"PGEN_00000998"	"Ambient"	"Ambient"	25
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	4453541	0	16	"PGEN_00000998"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	6649000	0	17	"PGEN_00001064"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	6649016	0	14	"PGEN_00001064"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	6785721	11	5	"PGEN_00001066"	"Ambient"	"Ambient"	68.75
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	6785764	1	20	"PGEN_00001066"	"Ambient"	"Ambient"	4.76190476190476
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	7664156	0	18	"PGEN_00001089"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	7664175	0	22	"PGEN_00001089"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	7664201	0	22	"PGEN_00001089"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	7664220	1	15	"PGEN_00001089"	"Ambient"	"Ambient"	6.25
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	7664265	0	11	"PGEN_00001089"	"Ambient"	"Ambient"	0
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065677	35	6	"PGEN_00001153"	"Ambient"	"Ambient"	85.3658536585366
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065709	51	9	"PGEN_00001153"	"Ambient"	"Ambient"	85
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065731	57	7	"PGEN_00001153"	"Ambient"	"Ambient"	89.0625
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065740	45	7	"PGEN_00001153"	"Ambient"	"Ambient"	86.5384615384615
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065763	36	5	"PGEN_00001153"	"Ambient"	"Ambient"	87.8048780487805
"EPI_185"	"PGA_scaffold18__69_contigs__length_27737463"	9065785	35	4	"PGEN_00001153"	"Ambient"	"Ambient"	89.7435897435898
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207413	16	18	"PGEN_00000265"	"Super.Low"	"Ambient"	47.0588235294118
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207438	31	10	"PGEN_00000265"	"Super.Low"	"Ambient"	75.609756097561
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207441	28	18	"PGEN_00000265"	"Super.Low"	"Ambient"	60.8695652173913
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207453	18	32	"PGEN_00000265"	"Super.Low"	"Ambient"	36
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207458	6	30	"PGEN_00000265"	"Super.Low"	"Ambient"	16.6666666666667
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10207482	21	35	"PGEN_00000265"	"Super.Low"	"Ambient"	37.5
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10208835	11	47	"PGEN_00000265"	"Super.Low"	"Ambient"	18.9655172413793
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10209483	2	50	"PGEN_00000265"	"Super.Low"	"Ambient"	3.84615384615385
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10209505	37	15	"PGEN_00000265"	"Super.Low"	"Ambient"	71.1538461538462
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10209545	1	22	"PGEN_00000265"	"Super.Low"	"Ambient"	4.34782608695652
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210273	19	6	"PGEN_00000265"	"Super.Low"	"Ambient"	76
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210313	14	9	"PGEN_00000265"	"Super.Low"	"Ambient"	60.8695652173913
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210393	6	44	"PGEN_00000265"	"Super.Low"	"Ambient"	12
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210451	3	34	"PGEN_00000265"	"Super.Low"	"Ambient"	8.10810810810811
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210463	1	33	"PGEN_00000265"	"Super.Low"	"Ambient"	2.94117647058824
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210466	2	26	"PGEN_00000265"	"Super.Low"	"Ambient"	7.14285714285714
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10210485	2	35	"PGEN_00000265"	"Super.Low"	"Ambient"	5.40540540540541
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10218622	18	20	"PGEN_00000265"	"Super.Low"	"Ambient"	47.3684210526316
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10218771	11	17	"PGEN_00000265"	"Super.Low"	"Ambient"	39.2857142857143
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10218873	25	6	"PGEN_00000265"	"Super.Low"	"Ambient"	80.6451612903226
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10219326	28	18	"PGEN_00000265"	"Super.Low"	"Ambient"	60.8695652173913
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10219348	19	12	"PGEN_00000265"	"Super.Low"	"Ambient"	61.2903225806452
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10219360	28	10	"PGEN_00000265"	"Super.Low"	"Ambient"	73.6842105263158
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10220188	39	95	"PGEN_00000265"	"Super.Low"	"Ambient"	29.1044776119403
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10220242	3	58	"PGEN_00000265"	"Super.Low"	"Ambient"	4.91803278688525
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10220282	6	37	"PGEN_00000265"	"Super.Low"	"Ambient"	13.953488372093
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10221680	24	26	"PGEN_00000265"	"Super.Low"	"Ambient"	48
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10221699	64	12	"PGEN_00000265"	"Super.Low"	"Ambient"	84.2105263157895
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10221724	66	16	"PGEN_00000265"	"Super.Low"	"Ambient"	80.4878048780488
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10221741	70	23	"PGEN_00000265"	"Super.Low"	"Ambient"	75.2688172043011
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10221767	32	37	"PGEN_00000265"	"Super.Low"	"Ambient"	46.3768115942029
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222313	26	6	"PGEN_00000265"	"Super.Low"	"Ambient"	81.25
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222316	8	28	"PGEN_00000265"	"Super.Low"	"Ambient"	22.2222222222222
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222354	44	14	"PGEN_00000265"	"Super.Low"	"Ambient"	75.8620689655172
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222357	27	21	"PGEN_00000265"	"Super.Low"	"Ambient"	56.25
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222384	5	33	"PGEN_00000265"	"Super.Low"	"Ambient"	13.1578947368421
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10222398	8	30	"PGEN_00000265"	"Super.Low"	"Ambient"	21.0526315789474
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10225628	28	9	"PGEN_00000265"	"Super.Low"	"Ambient"	75.6756756756757
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10226502	11	32	"PGEN_00000265"	"Super.Low"	"Ambient"	25.5813953488372
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10226563	10	21	"PGEN_00000265"	"Super.Low"	"Ambient"	32.258064516129
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10226583	27	5	"PGEN_00000265"	"Super.Low"	"Ambient"	84.375
"EPI_187"	"PGA_scaffold17__51_contigs__length_34923512"	10226611	23	9	"PGEN_00000265"	"Super.Low"	"Ambient"	71.875
