"uniprot.id"	"gene"	"adj.pval.TimePoint"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
"Q5ZL74"	"PGEN_.00g082970"	2.9495435420985e-06	1	220	753	"sp|Q5ZL74|VAMP7_CHICK"	1	221	6.39e-101	69.955	223	"VAMP7_CHICK"	"Vesicle-associated membrane protein 7 (Synaptobrevin-like protein 1)"	"VAMP7 SYBL1 RCJMB04_7f19"	"Gallus gallus (Chicken)"	"GO:0000149; GO:0005484; GO:0005765; GO:0005789; GO:0005802; GO:0005886; GO:0006887; GO:0006888; GO:0006906; GO:0006911; GO:0008333; GO:0009986; GO:0016021; GO:0016192; GO:0017156; GO:0030027; GO:0030054; GO:0030658; GO:0030670; GO:0031091; GO:0031143; GO:0031201; GO:0031902; GO:0035493; GO:0035577; GO:0043001; GO:0043005; GO:0043308; GO:0043312; GO:0043320; GO:0045177; GO:0045202; GO:0045335; GO:0048471; GO:0050775; GO:1900483; GO:1903595"
"Q801S4"	"PGEN_.00g161100"	3.20251447821204e-06	1	386	641	"sp|Q801S4|K0930_XENLA"	27	406	1.29e-78	38.75	400	"K0930_XENLA"	"Uncharacterized protein KIAA0930 homolog"	""	"Xenopus laevis (African clawed frog)"	""
"Q8IY22"	"PGEN_.00g173400"	3.20251447821204e-06	51	348	971	"sp|Q8IY22|CMIP_HUMAN"	66	366	1.81e-119	60.465	301	"CMIP_HUMAN"	"C-Maf-inducing protein (c-Mip) (Truncated c-Maf-inducing protein) (Tc-Mip)"	"CMIP KIAA1694 TCMIP"	"Homo sapiens (Human)"	"GO:0001701; GO:0005654; GO:0005829"
NA	"PGEN_.00g075910"	3.20251447821204e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g285800"	3.32905038168118e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g069870"	3.51969199372449e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q13231"	"PGEN_.00g243810"	3.80728831029152e-06	23	385	402	"sp|Q13231|CHIT1_HUMAN"	198	553	8.1e-41	31.053	380	"CHIT1_HUMAN"	"Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)"	"CHIT1"	"Homo sapiens (Human)"	"GO:0000272; GO:0004553; GO:0004568; GO:0005576; GO:0005615; GO:0005737; GO:0005764; GO:0006032; GO:0006955; GO:0008061; GO:0008843; GO:0009617; GO:0035580; GO:0043312; GO:0044245; GO:1904724"
NA	"PGEN_.00g311750"	3.90845357328588e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g034230"	4.11221301733214e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g203940"	4.33861428303491e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q68CJ6"	"PGEN_.00g250420"	4.40877088220258e-06	103	733	423	"sp|Q68CJ6|SLIP_HUMAN"	75	812	1.35e-41	23.709	755	"SLIP_HUMAN"	"Nuclear GTPase SLIP-GC (EC 3.6.1.-) (Speckled-like pattern in the germinal center)"	"NUGGC C8orf80 HMFN0672"	"Homo sapiens (Human)"	"GO:0003924; GO:0005525; GO:0016607; GO:0033262; GO:0043066; GO:0071222"
"Q704S8"	"PGEN_.00g294230"	4.56692095863455e-06	5	399	956	"sp|Q704S8|CACP_RAT"	13	399	6.24e-122	47.222	396	"CACP_RAT"	"Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)"	"Crat"	"Rattus norvegicus (Rat)"	"GO:0004092; GO:0005739; GO:0005743; GO:0005777; GO:0005783; GO:0006631; GO:0019254"
NA	"PGEN_.00g343970"	5.95628616519421e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9BZ19"	"PGEN_.00g175660"	6.12824069058211e-06	93	308	431	"sp|Q9BZ19|ANR60_HUMAN"	19	231	1.07e-47	40.741	216	"ANR60_HUMAN"	"Ankyrin repeat domain-containing protein 60"	"ANKRD60 C20orf86"	"Homo sapiens (Human)"	""
"Q9DC53"	"PGEN_.00g206250"	6.12824069058211e-06	119	369	703	"sp|Q9DC53|CPNE8_MOUSE"	96	338	6.4e-87	56.574	251	"CPNE8_MOUSE"	"Copine-8 (Copine VIII)"	"Cpne8"	"Mus musculus (Mouse)"	"GO:0005544; GO:0005886; GO:0071277"
NA	"PGEN_.00g291040"	6.12824069058211e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q66PG1"	"PGEN_.00g345620"	6.41280145367176e-06	109	685	802	"sp|Q66PG1|LARG2_DANRE"	39	547	1.04e-93	32.526	578	"LARG2_DANRE"	"LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]"	"large2 gyltl1b si:ch211-206g24.1 si:ch211-282n12.1"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0000139; GO:0005794; GO:0006486; GO:0015020; GO:0016021; GO:0016757; GO:0035269; GO:0042285; GO:0046872"
NA	"PGEN_.00g204030"	6.59139433682028e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P12394"	"PGEN_.00g198870"	6.92055308905313e-06	65	495	490	"sp|P12394|CP17A_CHICK"	12	449	9.78e-55	27.703	444	"CP17A_CHICK"	"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17)"	"CYP17A1 CYP17"	"Gallus gallus (Chicken)"	"GO:0004508; GO:0005506; GO:0006694; GO:0007548; GO:0008202; GO:0016020; GO:0020037; GO:0042446; GO:0042448; GO:0047442"
"Q6P1L5"	"PGEN_.00g270020"	7.19683246751141e-06	177	513	424	"sp|Q6P1L5|F117B_HUMAN"	50	416	7.44e-45	39.737	380	"F117B_HUMAN"	"Protein FAM117B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 13 protein)"	"FAM117B ALS2CR13"	"Homo sapiens (Human)"	""
"O95271"	"PGEN_.00g316730"	7.7645846629149e-06	1178	1309	155	"sp|O95271|TNKS1_HUMAN"	350	491	1.8e-09	34.211	152	"TNKS1_HUMAN"	"Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)"	"TNKS PARP5A PARPL TIN1 TINF1 TNKS1"	"Homo sapiens (Human)"	"GO:0000139; GO:0000209; GO:0000242; GO:0000781; GO:0000784; GO:0003950; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006471; GO:0007052; GO:0008270; GO:0015031; GO:0016055; GO:0016604; GO:0018105; GO:0018107; GO:0031670; GO:0031965; GO:0032210; GO:0032212; GO:0042393; GO:0045944; GO:0051028; GO:0051225; GO:0051301; GO:0051973; GO:0070198; GO:0070212; GO:0070213; GO:0090263; GO:0097431; GO:1904355; GO:1904357; GO:1904743; GO:1904908; GO:1990404"
"A6H5Z3"	"PGEN_.00g242750"	8.26031699687679e-06	15	807	1807	"sp|A6H5Z3|EXC6B_MOUSE"	36	753	0	47.342	809	"EXC6B_MOUSE"	"Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2)"	"Exoc6b Sec15b Sec15l2"	"Mus musculus (Mouse)"	"GO:0000145; GO:0006887; GO:0006893; GO:0006904"
"Q5ZIJ9"	"PGEN_.00g316170"	8.26102726647937e-06	7	357	659	"sp|Q5ZIJ9|MIB2_CHICK"	2	346	1.34e-74	41.737	357	"MIB2_CHICK"	"E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)"	"MIB2 RCJMB04_25j24"	"Gallus gallus (Chicken)"	"GO:0004842; GO:0005737; GO:0007219; GO:0008270; GO:0016567"
"Q5THR3"	"PGEN_.00g060650"	8.48948554748927e-06	78	1501	1578	"sp|Q5THR3|EFCB6_HUMAN"	17	1461	0	29.058	1497	"EFCB6_HUMAN"	"EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP)"	"EFCAB6 DJBP KIAA1672"	"Homo sapiens (Human)"	"GO:0005509; GO:0005654"
NA	"PGEN_.00g308490"	8.93854915097452e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q99NB1"	"PGEN_.00g013580"	9.06913231368125e-06	50	529	1685	"sp|Q99NB1|ACS2L_MOUSE"	58	531	0	63.202	481	"ACS2L_MOUSE"	"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)"	"Acss1 Acas2 Acas2l"	"Mus musculus (Mouse)"	"GO:0003987; GO:0005524; GO:0005739; GO:0005759; GO:0006085; GO:0016208; GO:0019413; GO:0019427; GO:0019542; GO:0050218"
"D3YXG0"	"PGEN_.00g124830"	9.61866200641e-06	1746	2366	181	"sp|D3YXG0|HMCN1_MOUSE"	127	795	5.8e-12	23.639	753	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"Hmcn1"	"Mus musculus (Mouse)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"
"Q9C0G6"	"PGEN_.00g344230"	9.87239780350495e-06	775	4158	12296	"sp|Q9C0G6|DYH6_HUMAN"	1	3301	0	67.326	3388	"DYH6_HUMAN"	"Dynein heavy chain 6, axonemal (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)"	"DNAH6 DNAHC6 DNHL1 HL2 KIAA1697"	"Homo sapiens (Human)"	"GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"
NA	"PGEN_.00g148840"	1.15478645701648e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q7T2P6"	"PGEN_.00g039830"	1.17013210269607e-05	34	196	289	"sp|Q7T2P6|TIM23_DANRE"	21	184	6.6e-30	48.485	165	"TIM23_DANRE"	"Mitochondrial import inner membrane translocase subunit Tim23"	"timm23"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005744; GO:0006886; GO:0007275; GO:0008320; GO:0015450; GO:0016021; GO:0030150; GO:0031305; GO:0042719; GO:0045039"
"O57683"	"PGEN_.00g263030"	1.27485757294223e-05	1	1307	5314	"sp|O57683|SF3B1_XENLA"	1	1349	0	76.513	1371	"SF3B1_XENLA"	"Splicing factor 3B subunit 1 (146 kDa nuclear protein) (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)"	"sf3b1"	"Xenopus laevis (African clawed frog)"	"GO:0000245; GO:0003729; GO:0005634; GO:0005681"
NA	"PGEN_.00g246110"	1.27485757294223e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q67FQ3"	"PGEN_.00g075760"	1.27644225435242e-05	1	172	441	"sp|Q67FQ3|ARHB_XENLA"	1	171	5.68e-52	51.977	177	"ARHB_XENLA"	"Low density lipoprotein receptor adapter protein 1-B (Autosomal recessive hypercholesterolemia protein homolog beta) (ARH beta) (xARH beta)"	"ldlrap1-b"	"Xenopus laevis (African clawed frog)"	"GO:0005737; GO:0006897; GO:0008203"
NA	"PGEN_.00g234420"	1.42480110078124e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9NXW9"	"PGEN_.00g131030"	1.4627853934126e-05	46	302	596	"sp|Q9NXW9|ALKB4_HUMAN"	360	589	4.42e-71	46.332	259	"ALKB4_HUMAN"	"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"	"ALKBH4 ABH4"	"Homo sapiens (Human)"	"GO:0003779; GO:0005730; GO:0005737; GO:0006325; GO:0006482; GO:0016491; GO:0016706; GO:0030496; GO:0031032; GO:0032451; GO:0035516; GO:0036090; GO:0046872; GO:0070938; GO:0070989; GO:0080111; GO:1902275"
NA	"PGEN_.00g095890"	1.61475353459316e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9I926"	"PGEN_.00g263790"	1.64664345934347e-05	41	179	203	"sp|Q9I926|FUCL6_ANGJA"	27	159	4.34e-17	35.211	142	"FUCL6_ANGJA"	"Fucolectin-6"	""	"Anguilla japonica (Japanese eel)"	"GO:0001868; GO:0005509; GO:0005615; GO:0010185; GO:0030246; GO:0042806; GO:0045088"
"Q99973"	"PGEN_.00g245920"	1.66819434965039e-05	1031	1909	1004	"sp|Q99973|TEP1_HUMAN"	92	970	5.41e-114	30.381	892	"TEP1_HUMAN"	"Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)"	"TEP1 TLP1 TP1"	"Homo sapiens (Human)"	"GO:0000722; GO:0000781; GO:0002039; GO:0003720; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0016363; GO:0019899; GO:0070034; GO:1990904"
NA	"PGEN_.00g067230"	1.89041192011615e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g241080"	1.89041192011615e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g293490"	1.95308236291927e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O75581"	"PGEN_.00g010610"	1.9763013144906e-05	417	588	674	"sp|O75581|LRP6_HUMAN"	1	173	9.03e-81	70.52	173	"LRP6_HUMAN"	"Low-density lipoprotein receptor-related protein 6 (LRP-6)"	"LRP6"	"Homo sapiens (Human)"	"GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909"
NA	"PGEN_.00g304250"	2.03773857478771e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g343750"	2.19237900786029e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g291060"	2.19574691233973e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g197680"	2.19768659295007e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P68372"	"PGEN_.00g233580"	2.28839594636451e-05	267	418	821	"sp|P68372|TBB4B_MOUSE"	1	152	3.58e-108	98.684	152	"TBB4B_MOUSE"	"Tubulin beta-4B chain (Tubulin beta-2C chain)"	"Tubb4b Tubb2c"	"Mus musculus (Mouse)"	"GO:0000226; GO:0000278; GO:0003725; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0043209; GO:0045298"
"Q91VN0"	"PGEN_.00g122380"	2.31517137438324e-05	25	1240	1468	"sp|Q91VN0|LRP5_MOUSE"	18	1280	2.91e-174	29.86	1286	"LRP5_MOUSE"	"Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7)"	"Lrp5 Lr3 Lrp7"	"Mus musculus (Mouse)"	"GO:0001702; GO:0001944; GO:0002053; GO:0002076; GO:0005739; GO:0005783; GO:0005886; GO:0006007; GO:0006897; GO:0008203; GO:0008217; GO:0008284; GO:0009314; GO:0009952; GO:0016021; GO:0017147; GO:0033690; GO:0035019; GO:0035108; GO:0035426; GO:0042074; GO:0042632; GO:0042733; GO:0042813; GO:0042981; GO:0043235; GO:0043434; GO:0045600; GO:0045668; GO:0045669; GO:0045840; GO:0045893; GO:0045944; GO:0046849; GO:0048539; GO:0051091; GO:0060033; GO:0060042; GO:0060070; GO:0060348; GO:0060349; GO:0060444; GO:0060603; GO:0060612; GO:0060764; GO:0061178; GO:0061299; GO:0061304; GO:0071901; GO:0071936; GO:0110135; GO:1902262"
"Q9BV99"	"PGEN_.00g203450"	2.41373224832726e-05	16	110	225	"sp|Q9BV99|LRC61_HUMAN"	6	100	1.1e-22	52.632	95	"LRC61_HUMAN"	"Leucine-rich repeat-containing protein 61"	"LRRC61"	"Homo sapiens (Human)"	"GO:0005737; GO:0008104; GO:0019901"
NA	"PGEN_.00g036720"	2.52352814104297e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g243470"	2.61517406039929e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g208340"	2.65137445273558e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g241510"	2.65459333446078e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O75691"	"PGEN_.00g065870"	2.6698007389289e-05	228	1687	1937	"sp|O75691|UTP20_HUMAN"	1	1439	0	33.423	1490	"UTP20_HUMAN"	"Small subunit processome component 20 homolog (Down-regulated in metastasis protein) (Novel nucleolar protein 73) (NNP73) (Protein Key-1A6)"	"UTP20 DRIM"	"Homo sapiens (Human)"	"GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0005654; GO:0005730; GO:0005737; GO:0005886; GO:0006364; GO:0008285; GO:0030686; GO:0030688; GO:0032040"
NA	"PGEN_.00g328290"	2.8682216400358e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g349360"	2.894724811158e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g302930"	2.894724811158e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g242670"	2.99420918198363e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q00940"	"PGEN_.00g280160"	3.02092792620556e-05	7	295	365	"sp|Q00940|PEX10_PICAN"	2	291	2.44e-40	31.475	305	"PEX10_PICAN"	"Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (Peroxisome assembly protein PER8)"	"PEX10 PER8"	"Pichia angusta (Yeast) (Hansenula polymorpha)"	"GO:0005778; GO:0007031; GO:0046872"
NA	"PGEN_.00g128260"	3.07962781514585e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g082990"	3.20974992631773e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g299150"	3.27966253898411e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g296400"	3.31139952485223e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P06731"	"PGEN_.00g105400"	3.52859417196045e-05	104	661	269	"sp|P06731|CEAM5_HUMAN"	65	643	1.03e-22	24.834	604	"CEAM5_HUMAN"	"Carcinoembryonic antigen-related cell adhesion molecule 5 (Carcinoembryonic antigen) (CEA) (Meconium antigen 100) (CD antigen CD66e)"	"CEACAM5 CEA"	"Homo sapiens (Human)"	"GO:0005576; GO:0005886; GO:0005887; GO:0006915; GO:0007156; GO:0007157; GO:0009986; GO:0010832; GO:0016323; GO:0016324; GO:0031225; GO:0034109; GO:0034235; GO:0042802; GO:0042803; GO:0043066; GO:0050900; GO:0070062; GO:0071575; GO:2000811"
"Q3T9E4"	"PGEN_.00g116020"	3.85451560216208e-05	21	336	490	"sp|Q3T9E4|TGTP2_MOUSE"	132	456	7.61e-55	37.003	327	"TGTP2_MOUSE"	"T-cell-specific guanine nucleotide triphosphate-binding protein 2 (EC 3.6.5.-) (Interferon-gamma-inducible GTPase Ifggb6 protein) (T-cell-specific guanine nucleotide triphosphate-binding protein)"	"Tgtp2 Ifggb6 Irgb6 Mg21 Tgtp"	"Mus musculus (Mouse)"	"GO:0003924; GO:0005525; GO:0005789; GO:0005794; GO:0006952; GO:0035458; GO:0045087"
"Q91YL7"	"PGEN_.00g099340"	4.05546521643558e-05	5	119	180	"sp|Q91YL7|PG2IP_MOUSE"	27	141	5.15e-15	35.652	115	"PG2IP_MOUSE"	"PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog)"	"Cwh43 Pgap2ip"	"Mus musculus (Mouse)"	"GO:0005783; GO:0006506; GO:0016021"
"Q9Y4A5"	"PGEN_.00g266070"	4.18735362522534e-05	3421	3479	202	"sp|Q9Y4A5|TRRAP_HUMAN"	13	71	3.92e-19	71.186	59	"TRRAP_HUMAN"	"Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog)"	"TRRAP PAF400"	"Homo sapiens (Human)"	"GO:0000124; GO:0000125; GO:0000812; GO:0003712; GO:0005634; GO:0005654; GO:0005794; GO:0006281; GO:0006355; GO:0016573; GO:0016578; GO:0016579; GO:0030914; GO:0033276; GO:0035267; GO:0043967; GO:0043968; GO:1904837"
"Q8ZXT3"	"PGEN_.00g250460"	4.19311799372797e-05	4	175	223	"sp|Q8ZXT3|Y1111_PYRAE"	667	846	3.18e-19	33.333	180	"Y1111_PYRAE"	"Uncharacterized protein PAE1111"	"PAE1111"	"Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)"	""
"Q1LVN8"	"PGEN_.00g110790"	4.33550844819259e-05	39	204	458	"sp|Q1LVN8|SELO_DANRE"	2	155	1.23e-52	59.639	166	"SELO1_DANRE"	"Protein adenylyltransferase SelO-1, mitochondrial (EC 2.7.7.-) (EC 2.7.7.n1) (Selenoprotein O) (SelO)"	"selenoo1 selo si:ch211-15i6.2"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005524; GO:0005739; GO:0016779; GO:0046872"
NA	"PGEN_.00g166050"	4.33550844819259e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Z0E6"	"PGEN_.00g344620"	4.3483280419126e-05	10	362	775	"sp|Q9Z0E6|GBP2_MOUSE"	123	471	4.61e-95	43.22	354	"GBP2_MOUSE"	"Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (mGBP-2) (mGBP2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)"	"Gbp2"	"Mus musculus (Mouse)"	"GO:0000139; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0009617; GO:0015629; GO:0020005; GO:0031410; GO:0034504; GO:0035458; GO:0042803; GO:0042832; GO:0044406; GO:0048471; GO:0050830; GO:0071222; GO:0071346"
NA	"PGEN_.00g192400"	4.53578501582713e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g124870"	4.67591011941412e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g101020"	4.99825173134914e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g269560"	5.04135873708923e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g208670"	5.18834901924973e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8NEZ4"	"PGEN_.00g111970"	5.2781467897773e-05	4080	4911	1852	"sp|Q8NEZ4|KMT2C_HUMAN"	5133	5924	0	43.584	865	"KMT2C_HUMAN"	"Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.354) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3)"	"KMT2C HALR KIAA1506 MLL3"	"Homo sapiens (Human)"	"GO:0003677; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0016746; GO:0035097; GO:0042054; GO:0042393; GO:0042800; GO:0044666; GO:0045652; GO:0045944; GO:0046872"
NA	"PGEN_.00g164000"	5.2781467897773e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4TVV3"	"PGEN_.00g054210"	5.39201929750459e-05	131	676	1760	"sp|Q4TVV3|DDX46_DANRE"	142	674	0	64.488	566	"DDX46_DANRE"	"Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46)"	"ddx46"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0007420; GO:0015030; GO:0016607; GO:0031017; GO:0045621; GO:0045648; GO:0048546; GO:0060216; GO:0072576; GO:1902038"
NA	"PGEN_.00g190710"	5.6129588234714e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g243120"	5.65702043668099e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q6A0A2"	"PGEN_.00g331250"	5.6647829339668e-05	143	329	632	"sp|Q6A0A2|LAR4B_MOUSE"	154	348	3.31e-69	60	195	"LAR4B_MOUSE"	"La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)"	"Larp4b D13Wsu64e Kiaa0217 Larp5"	"Mus musculus (Mouse)"	"GO:0003723; GO:0005730; GO:0005829; GO:0010494; GO:0042788; GO:0045727"
